Timestamp;Accel_x;Accel_y;Accel_z;Gyro_x;Gyro_y;Gyro_z;Light;Magnetic_x;Magnetic_y;Magnetic_z;Proximity;Latitude;Longitude;Elevation;Speed
20181024_194729;-0.324;0.927;9.928;0.003;0.026;0.018;0.0;21.321;34.270;0.972;5.0;19.17266;72.95307;-57.8;11.3
20181024_194729;0.313;0.944;9.614;-0.037;-0.011;-0.011;0.0;20.982;32.715;0.818;5.0;19.17266;72.95307;-57.8;11.3
20181024_194730;0.327;0.436;10.019;-0.013;0.018;-0.018;0.0;20.180;33.551;1.959;5.0;19.17268;72.95305;-57.0;8.7
20181024_194730;0.176;0.408;9.911;-0.030;0.008;-0.009;0.0;18.977;34.093;2.753;5.0;19.17268;72.95305;-57.0;8.7
20181024_194731;0.473;0.982;9.938;0.012;-0.040;-0.057;0.0;19.485;33.594;2.721;5.0;19.17270;72.95303;-57.8;8.9
20181024_194731;0.835;0.930;9.978;0.021;0.029;-0.169;0.0;21.248;36.795;1.825;5.0;19.17270;72.95303;-57.8;8.9
20181024_194732;-0.243;0.879;9.945;0.006;0.033;-0.094;0.0;18.800;36.603;0.963;5.0;19.17271;72.95301;-57.5;8.9
20181024_194732;-0.284;0.276;9.351;-0.039;0.041;0.106;0.0;18.916;39.127;2.907;5.0;19.17271;72.95301;-57.5;8.9
20181024_194733;0.061;-0.502;9.966;-0.011;0.007;0.083;0.0;18.240;38.228;4.047;5.0;19.17273;72.95300;-57.0;9.3
20181024_194733;0.253;0.635;9.729;-0.018;0.011;0.042;0.0;18.373;38.057;3.104;5.0;19.17273;72.95300;-57.0;9.3
20181024_194734;0.337;0.906;9.832;0.015;-0.005;0.027;0.0;17.882;35.077;0.797;5.0;19.17275;72.95298;-56.8;8.1
20181024_194734;0.217;0.989;9.832;0.006;0.034;0.015;0.0;19.331;34.677;-0.443;5.0;19.17275;72.95298;-56.8;8.1
20181024_194735;0.279;1.076;10.244;-0.003;0.007;0.008;0.0;19.073;35.022;1.601;5.0;19.17276;72.95296;-56.8;7.2
20181024_194735;0.590;1.985;9.298;0.001;-0.034;-0.018;0.0;19.545;33.899;1.819;5.0;19.17278;72.95295;-56.1;6.3
20181024_194736;0.191;1.327;9.622;0.000;-0.031;-0.030;0.0;18.439;34.262;0.735;5.0;19.17278;72.95295;-56.1;6.3
20181024_194736;0.325;1.205;10.096;-0.001;-0.003;-0.050;0.0;17.961;33.659;0.822;5.0;19.17279;72.95293;-56.2;7.3
20181024_194737;0.361;0.257;9.607;-0.018;0.021;-0.004;0.0;19.757;36.732;3.795;5.0;19.17279;72.95293;-56.2;7.3
20181024_194737;-0.046;0.094;9.590;-0.010;-0.006;0.004;0.0;18.004;34.772;2.634;5.0;19.17280;72.95292;-55.8;6.4
20181024_194738;-0.257;0.647;9.801;0.015;0.026;0.009;0.0;18.843;38.496;2.226;5.0;19.17280;72.95292;-55.8;6.4
20181024_194738;0.337;0.788;9.871;-0.007;0.001;0.001;0.0;19.127;35.649;1.814;5.0;19.17281;72.95291;-55.2;6.5
20181024_194739;0.155;0.822;9.892;-0.007;0.021;0.005;0.0;19.370;35.951;1.849;5.0;19.17281;72.95291;-55.2;6.5
20181024_194739;0.210;1.028;9.885;0.016;0.031;0.014;0.0;19.447;37.982;0.954;5.0;19.17282;72.95289;-55.4;4.2
20181024_194740;0.370;1.712;9.313;-0.028;0.008;0.001;0.0;22.452;32.584;-5.980;5.0;19.17282;72.95289;-55.4;4.2
20181024_194740;0.684;1.509;9.646;-0.006;-0.062;-0.045;0.0;22.778;29.639;1.360;5.0;19.17283;72.95289;-54.4;5.6
20181024_194741;1.040;2.203;9.519;0.027;-0.003;-0.163;0.0;17.729;35.599;6.116;5.0;19.17283;72.95289;-54.4;5.6
20181024_194741;0.056;1.930;9.452;-0.010;0.019;-0.110;0.0;15.230;41.519;2.716;5.0;19.17284;72.95287;-53.6;8.1
20181024_194742;-0.659;0.233;10.024;-0.041;0.068;0.086;0.0;14.987;40.273;2.594;5.0;19.17284;72.95287;-53.6;8.1
20181024_194742;-0.114;-0.354;9.981;-0.016;0.033;0.099;0.0;15.038;38.393;3.662;5.0;19.17286;72.95285;-53.6;9.9
20181024_194743;-0.185;0.357;9.784;-0.031;0.014;0.096;0.0;16.216;37.067;2.795;5.0;19.17286;72.95285;-53.6;9.9
20181024_194743;0.593;0.661;9.954;-0.003;0.014;-0.044;0.0;17.490;36.832;1.413;5.0;19.17287;72.95284;-55.9;9.0
20181024_194744;0.155;0.992;9.586;0.016;-0.012;-0.040;0.0;17.998;35.715;2.565;5.0;19.17287;72.95284;-55.9;9.0
20181024_194744;0.147;0.922;9.737;-0.007;0.038;-0.022;0.0;16.650;37.044;2.806;5.0;19.17289;72.95282;-56.5;8.1
20181024_194745;0.133;0.645;10.026;0.002;0.006;0.017;0.0;16.887;36.888;4.504;5.0;19.17289;72.95282;-56.5;8.1
20181024_194745;0.042;-0.265;9.918;-0.019;-0.004;0.062;0.0;18.359;36.949;2.069;5.0;19.17290;72.95280;-55.2;6.4
20181024_194746;-0.018;0.635;9.916;0.015;0.013;0.052;0.0;19.624;32.480;1.845;5.0;19.17290;72.95280;-55.2;6.4
20181024_194746;0.080;0.728;9.816;-0.002;0.019;0.047;0.0;20.680;33.052;1.773;5.0;19.17291;72.95279;-55.9;5.7
20181024_194747;0.155;1.404;9.686;0.016;0.014;0.012;0.0;21.353;31.767;2.759;5.0;19.17291;72.95279;-55.9;5.7
20181024_194747;-0.037;1.614;9.741;0.001;-0.005;0.009;0.0;21.744;31.577;1.045;5.0;19.17292;72.95278;-55.8;4.4
20181024_194748;0.313;2.093;8.925;-0.006;-0.019;0.010;0.0;23.407;30.721;3.339;5.0;19.17292;72.95278;-55.8;4.4
20181024_194748;-0.281;1.701;9.550;-0.013;-0.009;0.013;0.0;23.297;31.029;1.813;5.0;19.17292;72.95277;-55.8;4.2
20181024_194749;0.478;2.007;9.485;-0.014;-0.022;-0.036;0.0;21.719;31.572;0.423;5.0;19.17292;72.95277;-55.8;4.2
20181024_194749;0.282;1.923;9.260;-0.029;-0.022;-0.051;0.0;21.381;31.905;0.444;5.0;19.17293;72.95276;-54.9;6.2
20181024_194750;0.547;1.801;9.964;0.000;0.018;-0.043;0.0;19.086;33.298;2.371;5.0;19.17293;72.95276;-54.9;6.2
20181024_194750;0.188;1.918;9.672;-0.004;-0.021;-0.026;0.0;19.038;33.615;2.400;5.0;19.17295;72.95274;-53.8;8.6
20181024_194751;-0.319;1.971;9.325;-0.028;-0.035;0.008;0.0;21.902;34.888;3.528;5.0;19.17295;72.95274;-53.8;8.6
20181024_194751;-0.171;2.136;9.380;-0.004;-0.002;0.001;0.0;21.400;33.957;1.721;5.0;19.17296;72.95272;-54.3;9.6
20181024_194752;0.310;0.846;9.760;-0.003;0.010;-0.002;0.0;19.604;33.096;0.195;5.0;19.17296;72.95272;-54.3;9.6
20181024_194752;0.305;0.681;9.523;0.013;0.055;-0.019;0.0;21.315;32.706;1.913;5.0;19.17299;72.95269;-55.0;17.5
20181024_194753;0.080;1.456;9.097;-0.015;0.043;0.017;0.0;21.304;33.191;3.510;5.0;19.17299;72.95269;-55.0;17.5
20181024_194753;0.090;1.045;9.040;0.017;-0.009;-0.005;0.0;18.861;34.076;-0.200;5.0;19.17303;72.95265;-55.4;17.4
20181024_194754;-0.068;1.066;10.050;0.015;-0.007;-0.007;0.0;15.659;33.621;0.600;5.0;19.17303;72.95265;-55.4;17.4
20181024_194755;0.389;1.303;9.849;-0.016;-0.019;0.004;0.0;19.315;33.112;0.188;5.0;19.17307;72.95262;-54.5;16.8
20181024_194755;0.193;0.908;10.294;-0.014;-0.009;0.024;0.0;19.098;32.813;0.775;5.0;19.17307;72.95262;-54.5;16.8
20181024_194756;0.044;1.021;10.261;0.027;0.056;0.026;0.0;18.983;33.150;2.820;5.0;19.17310;72.95259;-54.1;16.7
20181024_194756;0.090;1.641;8.942;0.002;-0.031;0.014;0.0;20.457;31.647;1.480;5.0;19.17310;72.95259;-54.1;16.7
20181024_194757;0.066;1.064;9.442;-0.036;0.043;-0.021;0.0;20.245;34.801;1.302;5.0;19.17316;72.95252;-55.1;19.7
20181024_194757;0.466;1.016;9.844;-0.002;-0.011;-0.032;0.0;20.319;32.762;2.356;5.0;19.17316;72.95252;-55.1;19.7
20181024_194758;0.253;1.126;10.527;0.017;0.053;-0.057;0.0;20.215;32.509;9.467;5.0;19.17320;72.95246;-55.6;23.4
20181024_194758;-0.032;0.805;10.299;-0.021;0.020;-0.030;0.0;20.294;34.808;2.545;5.0;19.17320;72.95246;-55.6;23.4
20181024_194759;-0.317;0.451;10.539;0.003;0.075;0.005;0.0;19.473;35.641;3.220;5.0;19.17324;72.95242;-56.0;22.9
20181024_194759;-0.257;-0.921;9.957;-0.030;0.020;0.023;0.0;20.892;35.886;3.748;5.0;19.17324;72.95242;-56.0;22.9
20181024_194800;-0.240;-1.161;11.058;-0.045;0.008;0.006;0.0;20.471;34.023;3.874;5.0;19.17327;72.95238;-55.2;21.1
20181024_194800;0.152;0.961;8.932;0.008;0.038;-0.001;0.0;17.575;37.463;2.405;5.0;19.17327;72.95238;-55.2;21.1
20181024_194801;0.198;0.094;10.179;-0.006;0.018;0.005;0.0;20.047;34.830;3.627;5.0;19.17329;72.95234;-55.7;16.6
20181024_194801;-0.121;-0.399;10.871;0.004;-0.019;0.061;0.0;20.302;35.133;3.972;5.0;19.17329;72.95234;-55.7;16.6
20181024_194802;-0.331;0.712;9.739;0.000;0.045;0.044;0.0;23.196;34.523;5.704;5.0;19.17331;72.95232;-55.2;12.2
20181024_194802;0.028;0.733;9.765;-0.006;-0.007;0.033;0.0;24.234;39.325;3.694;5.0;19.17331;72.95232;-55.2;12.2
20181024_194803;-0.025;0.618;9.559;0.011;-0.009;0.018;0.0;27.328;38.791;-3.561;5.0;19.17332;72.95229;-55.7;12.4
20181024_194803;0.420;1.724;8.831;-0.004;0.015;-0.003;0.0;31.013;29.276;-9.616;5.0;19.17332;72.95229;-55.7;12.4
20181024_194804;0.432;1.887;9.191;-0.001;-0.048;-0.024;0.0;27.582;25.130;-0.322;5.0;19.17333;72.95229;-54.4;7.7
20181024_194804;0.873;0.836;9.691;-0.030;0.017;-0.105;0.0;24.350;32.869;2.943;5.0;19.17333;72.95229;-54.4;7.7
20181024_194805;0.418;0.238;10.292;-0.016;0.010;-0.084;0.0;20.990;34.146;2.969;5.0;19.17334;72.95227;-55.1;7.6
20181024_194805;-0.037;2.091;9.162;0.025;0.035;-0.011;0.0;18.359;36.949;2.069;5.0;19.17334;72.95227;-55.1;7.6
20181024_194806;-0.011;1.827;9.906;0.009;0.019;0.074;0.0;19.473;34.079;4.317;5.0;19.17335;72.95224;-58.2;9.7
20181024_194806;-0.185;1.715;9.732;-0.010;0.014;0.066;0.0;19.682;34.109;9.601;5.0;19.17335;72.95224;-58.2;9.7
20181024_194807;0.085;1.928;9.921;-0.006;0.013;0.003;0.0;20.853;40.732;0.162;5.0;19.17337;72.95222;-58.5;10.5
20181024_194807;0.162;2.096;9.490;-0.012;0.028;-0.011;0.0;21.974;22.896;-1.927;5.0;19.17337;72.95222;-58.5;10.5
20181024_194808;0.332;1.538;9.887;0.002;0.010;-0.005;0.0;24.989;41.104;15.053;5.0;19.17338;72.95221;-59.6;8.7
20181024_194808;0.207;2.040;9.816;-0.008;0.031;-0.021;0.0;21.909;33.945;3.596;5.0;19.17341;72.95217;-58.8;16.4
20181024_194809;0.140;1.990;10.201;0.000;0.053;-0.014;0.0;20.374;33.389;2.571;5.0;19.17341;72.95217;-58.8;16.4
20181024_194809;0.145;0.812;9.782;-0.015;-0.002;-0.009;0.0;19.649;35.802;4.637;5.0;19.17344;72.95213;-57.6;20.1
20181024_194810;0.372;0.563;9.543;0.005;-0.021;-0.008;0.0;21.082;34.160;5.299;5.0;19.17344;72.95213;-57.6;20.1
20181024_194810;0.198;0.889;9.531;0.019;-0.004;-0.003;0.0;21.341;34.140;4.529;5.0;19.17347;72.95210;-58.2;20.9
20181024_194811;0.246;0.693;10.393;-0.025;0.003;0.025;0.0;18.024;36.043;4.459;5.0;19.17347;72.95210;-58.2;20.9
20181024_194811;0.756;0.367;10.165;-0.022;-0.099;-0.008;0.0;18.797;35.687;4.446;5.0;19.17350;72.95206;-57.8;20.7
20181024_194812;0.837;0.697;10.266;0.004;-0.003;-0.063;0.0;19.316;35.809;3.542;5.0;19.17350;72.95206;-57.8;20.7
20181024_194812;0.325;1.432;9.136;0.037;0.059;-0.060;0.0;18.330;37.431;3.200;5.0;19.17354;72.95202;-57.6;20.6
20181024_194813;-0.406;2.057;9.234;-0.035;0.039;0.050;0.0;19.435;36.580;2.376;5.0;19.17354;72.95202;-57.6;20.6
20181024_194813;-0.621;1.195;10.021;-0.032;0.062;0.077;0.0;20.990;36.034;3.143;5.0;19.17358;72.95199;-57.9;20.5
20181024_194814;-0.477;1.090;10.021;-0.035;0.002;0.055;0.0;22.852;33.263;2.939;5.0;19.17358;72.95199;-57.9;20.5
20181024_194814;0.885;1.384;10.065;0.019;0.012;-0.005;0.0;24.278;33.669;4.257;5.0;19.17363;72.95193;-59.3;23.2
20181024_194815;0.878;0.884;9.995;0.017;0.043;-0.031;0.0;19.310;31.709;1.765;5.0;19.17363;72.95193;-59.3;23.2
20181024_194815;0.839;1.006;9.753;0.014;-0.036;-0.021;0.0;22.131;32.358;2.989;5.0;19.17368;72.95187;-61.3;23.6
20181024_194816;0.346;0.274;9.804;-0.045;-0.019;0.012;0.0;22.371;33.736;0.021;5.0;19.17368;72.95187;-61.3;23.6
20181024_194816;0.054;0.343;10.165;-0.006;0.005;0.001;0.0;23.521;31.328;1.381;5.0;19.17373;72.95182;-61.7;24.2
20181024_194817;0.478;0.918;10.172;0.012;0.027;-0.004;0.0;21.530;34.300;6.256;5.0;19.17373;72.95182;-61.7;24.2
20181024_194817;0.729;1.107;9.605;-0.016;-0.002;-0.030;0.0;21.352;36.487;3.195;5.0;19.17378;72.95177;-62.7;23.4
20181024_194818;0.377;1.655;10.024;0.003;0.002;-0.037;0.0;21.178;34.926;3.511;5.0;19.17378;72.95177;-62.7;23.4
20181024_194818;0.574;1.282;9.449;-0.014;-0.014;-0.016;0.0;21.031;35.391;1.689;5.0;19.17383;72.95172;-62.0;24.0
20181024_194819;0.384;0.247;9.717;-0.033;0.001;-0.019;0.0;18.057;36.638;0.481;5.0;19.17383;72.95172;-62.0;24.0
20181024_194819;0.313;0.726;9.488;-0.003;0.010;0.002;0.0;20.766;35.735;3.575;5.0;19.17387;72.95166;-61.8;24.5
20181024_194820;-0.252;0.056;11.142;-0.015;0.094;0.011;0.0;19.128;36.917;3.174;5.0;19.17387;72.95166;-61.8;24.5
20181024_194820;-0.307;0.180;9.792;-0.004;-0.005;0.031;0.0;16.888;37.375;6.412;5.0;19.17391;72.95162;-61.7;23.4
20181024_194821;0.104;-0.385;10.057;-0.041;-0.019;0.011;0.0;19.746;37.216;5.391;5.0;19.17391;72.95162;-61.7;23.4
20181024_194821;0.293;0.171;10.002;-0.002;-0.006;-0.038;0.0;22.160;36.594;2.298;5.0;19.17394;72.95158;-61.6;23.7
20181024_194822;-0.750;0.384;10.527;0.018;0.055;0.038;0.0;20.070;36.853;1.332;5.0;19.17394;72.95158;-61.6;23.7
20181024_194822;-0.521;0.333;10.529;0.006;-0.044;0.047;0.0;18.826;34.880;2.046;5.0;19.17398;72.95153;-61.9;21.5
20181024_194823;-0.008;0.891;10.199;-0.011;0.052;0.015;0.0;20.689;31.815;4.295;5.0;19.17398;72.95153;-61.9;21.5
20181024_194823;0.076;1.030;10.256;-0.014;-0.009;-0.009;0.0;19.745;34.680;2.673;5.0;19.17402;72.95148;-61.9;20.1
20181024_194824;0.724;1.818;9.432;0.006;0.001;-0.062;0.0;19.165;34.711;2.660;5.0;19.17402;72.95148;-61.9;20.1
20181024_194824;1.131;2.148;9.409;0.018;0.025;-0.043;0.0;19.839;37.172;0.424;5.0;19.17405;72.95144;-63.8;18.6
20181024_194825;0.533;1.993;8.985;-0.007;0.031;-0.016;0.0;18.214;36.794;1.430;5.0;19.17405;72.95144;-63.8;18.6
20181024_194826;0.183;1.454;9.456;-0.014;-0.049;-0.008;0.0;21.024;34.903;-0.374;5.0;19.17407;72.95140;-64.1;19.3
20181024_194826;0.540;0.645;10.321;0.022;0.058;-0.002;0.0;19.055;35.019;1.134;5.0;19.17407;72.95140;-64.1;19.3
20181024_194827;-0.082;0.599;9.504;-0.025;-0.039;-0.001;0.0;17.418;34.476;1.193;5.0;19.17410;72.95135;-63.2;23.5
20181024_194827;0.495;0.580;9.361;0.015;0.009;0.012;0.0;19.037;33.290;1.128;5.0;19.17410;72.95135;-63.2;23.5
20181024_194828;0.523;0.367;10.962;-0.017;-0.027;-0.016;0.0;22.935;33.408;2.023;5.0;19.17415;72.95130;-63.9;24.5
20181024_194828;0.538;0.415;9.818;-0.044;-0.034;-0.003;0.0;18.880;38.177;1.888;5.0;19.17415;72.95130;-63.9;24.5
20181024_194829;-0.011;1.243;9.681;-0.039;-0.003;-0.003;0.0;16.795;34.987;1.999;5.0;19.17420;72.95124;-65.2;25.1
20181024_194829;0.179;0.649;10.687;-0.020;0.001;-0.001;0.0;17.055;34.967;1.228;5.0;19.17420;72.95124;-65.2;25.1
20181024_194830;0.753;0.853;9.423;0.065;0.036;-0.001;0.0;17.322;32.442;1.622;5.0;19.17424;72.95119;-65.1;25.6
20181024_194830;0.044;0.257;9.195;-0.012;0.012;-0.012;0.0;19.757;34.682;2.985;5.0;19.17424;72.95119;-65.1;25.6
20181024_194831;0.308;0.489;9.533;0.053;0.004;-0.004;0.0;19.051;33.617;2.710;5.0;19.17428;72.95115;-65.3;25.1
20181024_194831;0.234;0.616;9.629;-0.023;-0.029;-0.008;0.0;19.104;32.358;2.750;5.0;19.17428;72.95115;-65.3;25.1
20181024_194832;0.638;0.918;10.237;-0.052;-0.025;0.003;0.0;20.386;33.391;2.882;5.0;19.17433;72.95111;-66.7;22.9
20181024_194832;0.322;0.630;9.978;-0.004;0.021;-0.024;0.0;19.075;32.677;3.244;5.0;19.17433;72.95111;-66.7;22.9
20181024_194833;0.131;0.705;10.100;-0.031;0.001;-0.020;0.0;19.939;30.418;1.663;5.0;19.17436;72.95107;-67.2;23.1
20181024_194833;0.478;-0.246;11.556;-0.029;-0.023;-0.024;0.0;19.968;35.760;1.694;5.0;19.17436;72.95107;-67.2;23.1
20181024_194834;-0.018;-1.417;10.060;0.013;0.040;-0.014;0.0;19.460;35.153;1.003;5.0;19.17439;72.95103;-65.9;20.4
20181024_194834;-0.145;-1.635;10.517;-0.019;-0.053;0.007;0.0;17.633;40.437;1.131;5.0;19.17439;72.95103;-65.9;20.4
20181024_194835;-0.025;-1.206;10.213;-0.006;-0.006;0.002;0.0;23.271;40.138;0.795;5.0;19.17442;72.95099;-65.3;17.4
20181024_194835;0.088;0.211;9.748;0.014;0.017;0.011;0.0;21.622;36.601;-0.354;5.0;19.17444;72.95096;-64.5;12.1
20181024_194836;0.176;0.697;9.686;-0.007;0.013;0.005;0.0;22.787;37.485;-0.085;5.0;19.17444;72.95096;-64.5;12.1
20181024_194836;0.021;0.678;9.794;-0.006;0.009;0.011;0.0;23.384;37.914;-1.425;5.0;19.17444;72.95095;-64.7;6.9
20181024_194837;0.396;0.587;9.830;-0.002;-0.001;-0.030;0.0;21.295;35.667;-1.381;5.0;19.17444;72.95095;-64.7;6.9
20181024_194837;0.526;1.396;9.511;0.018;-0.041;-0.122;0.0;19.023;37.521;-0.652;5.0;19.17444;72.95095;-64.5;3.3
20181024_194838;0.310;1.497;9.696;0.022;0.015;-0.205;0.0;15.965;40.053;1.050;5.0;19.17444;72.95095;-64.5;3.3
20181024_194838;0.112;0.925;9.859;0.020;-0.022;-0.141;0.0;13.190;42.377;-1.761;5.0;19.17445;72.95094;-64.5;4.4
20181024_194839;-0.233;0.508;9.811;-0.029;-0.043;-0.029;0.0;12.500;43.497;-3.848;5.0;19.17445;72.95094;-64.5;4.4
20181024_194839;-0.197;0.506;9.890;0.000;0.034;0.003;0.0;12.897;39.987;-7.576;5.0;19.17446;72.95093;-63.3;5.5
20181024_194840;0.028;0.693;9.514;-0.032;-0.016;0.036;0.0;14.458;29.680;-8.800;5.0;19.17446;72.95093;-63.3;5.5
20181024_194840;-0.784;0.525;10.529;-0.024;0.010;0.055;0.0;13.411;31.218;-0.307;5.0;19.17448;72.95093;-63.6;5.4
20181024_194841;0.286;2.792;9.729;-0.035;-0.028;0.136;0.0;15.318;36.136;-1.660;5.0;19.17448;72.95093;-63.6;5.4
20181024_194841;0.234;1.128;9.095;0.021;-0.045;0.031;0.0;14.667;36.185;0.189;5.0;19.17450;72.95091;-64.8;6.2
20181024_194842;0.497;0.942;8.896;0.074;-0.035;-0.128;0.0;14.673;38.397;1.790;5.0;19.17450;72.95091;-64.8;6.2
20181024_194842;1.098;0.743;8.626;-0.028;-0.035;-0.255;0.0;12.050;40.257;0.958;5.0;19.17451;72.95089;-64.7;8.0
20181024_194843;1.299;0.556;9.976;-0.014;-0.004;-0.390;0.0;6.181;45.593;0.824;5.0;19.17451;72.95089;-64.7;8.0
20181024_194843;0.832;0.757;9.854;-0.007;-0.043;-0.325;0.0;-0.652;47.215;1.561;5.0;19.17454;72.95089;-65.1;8.6
20181024_194844;1.266;1.576;9.595;0.016;-0.103;-0.305;0.0;-5.312;46.970;-0.920;5.0;19.17454;72.95089;-65.1;8.6
20181024_194844;1.163;1.751;9.837;-0.030;0.001;-0.322;0.0;-11.026;46.342;1.035;5.0;19.17456;72.95089;-65.0;8.6
20181024_194845;1.357;1.581;10.017;-0.017;-0.127;-0.253;0.0;-14.351;46.976;-0.551;5.0;19.17456;72.95089;-65.0;8.6
20181024_194845;1.859;1.562;9.286;0.001;-0.044;-0.286;0.0;-18.019;46.539;-0.539;5.0;19.17459;72.95090;-66.0;10.2
20181024_194846;1.857;1.377;9.753;0.002;-0.053;-0.279;0.0;-22.896;42.220;-2.782;5.0;19.17459;72.95090;-66.0;10.2
20181024_194846;1.057;2.060;9.744;-0.025;0.026;-0.162;0.0;-26.979;42.134;-1.042;5.0;19.17461;72.95091;-66.5;13.1
20181024_194847;0.878;2.179;9.406;0.022;-0.014;-0.062;0.0;-29.686;39.749;-2.580;5.0;19.17461;72.95091;-66.5;13.1
20181024_194847;0.705;1.736;9.349;-0.003;-0.022;-0.046;0.0;-27.858;35.277;0.470;5.0;19.17464;72.95094;-64.4;14.2
20181024_194848;0.736;0.946;8.882;-0.003;0.018;-0.043;0.0;-27.852;38.434;2.159;5.0;19.17464;72.95094;-64.4;14.2
20181024_194848;0.770;2.014;9.193;0.066;0.020;-0.038;0.0;-28.758;37.692;1.755;5.0;19.17467;72.95097;-62.8;15.0
20181024_194849;0.435;0.772;10.029;-0.039;0.001;-0.018;0.0;-27.948;36.075;1.317;5.0;19.17467;72.95097;-62.8;15.0
20181024_194849;0.495;0.829;9.816;0.020;0.035;-0.021;0.0;-28.426;38.303;1.665;5.0;19.17470;72.95100;-62.7;17.5
20181024_194850;0.710;0.441;9.064;-0.007;-0.020;-0.012;0.0;-30.136;38.399;2.402;5.0;19.17470;72.95100;-62.7;17.5
20181024_194850;0.013;-0.430;10.306;-0.055;0.038;0.048;0.0;-26.239;38.809;0.842;5.0;19.17474;72.95107;-62.4;20.2
20181024_194851;-0.726;-0.368;10.821;-0.037;0.029;0.123;0.0;-26.712;41.983;1.434;5.0;19.17474;72.95107;-62.4;20.2
20181024_194852;-0.796;-1.053;9.851;0.026;0.043;0.205;0.0;-25.726;43.974;1.491;5.0;19.17478;72.95111;-61.5;18.9
20181024_194852;-0.454;-0.883;10.177;0.000;0.098;0.225;0.0;-22.096;45.024;-0.638;5.0;19.17478;72.95111;-61.5;18.9
20181024_194853;-0.413;-0.172;9.916;-0.007;0.006;0.230;0.0;-20.461;45.242;-1.968;5.0;19.17480;72.95113;-60.3;11.7
20181024_194853;-1.335;0.669;9.057;-0.010;0.183;0.273;0.0;-12.860;44.664;-4.604;5.0;19.17480;72.95113;-60.3;11.7
20181024_194854;-0.226;0.688;9.950;-0.005;0.028;0.384;0.0;-9.447;50.327;-1.344;5.0;19.17482;72.95114;-60.1;8.5
20181024_194854;-0.513;0.654;9.574;0.010;-0.002;0.376;0.0;-2.179;45.984;-5.424;5.0;19.17482;72.95114;-60.1;8.5
20181024_194855;-1.701;1.586;9.167;0.069;0.127;0.434;0.0;1.941;41.252;-0.006;5.0;19.17483;72.95115;-60.0;5.3
20181024_194855;-1.186;2.701;9.983;-0.024;0.071;0.403;0.0;10.413;37.341;-1.064;5.0;19.17483;72.95115;-60.0;5.3
20181024_194856;-1.102;1.255;9.686;-0.011;0.095;0.351;0.0;13.037;35.349;2.858;5.0;19.17485;72.95116;-59.3;5.6
20181024_194856;-1.426;1.703;9.260;-0.017;0.028;0.396;0.0;18.118;34.921;2.495;5.0;19.17485;72.95116;-59.3;5.6
20181024_194857;-2.158;1.183;9.705;-0.019;0.053;0.386;0.0;25.092;27.304;-0.189;5.0;19.17486;72.95115;-59.3;7.3
20181024_194857;-1.026;1.545;10.335;-0.002;0.046;0.371;0.0;27.834;22.173;5.151;5.0;19.17486;72.95115;-59.3;7.3
20181024_194858;-0.540;1.916;9.485;-0.007;-0.045;0.247;0.0;28.455;15.027;0.006;5.0;19.17488;72.95113;-57.6;8.7
20181024_194858;-0.183;2.311;9.521;0.019;0.037;0.071;0.0;27.231;11.494;2.283;5.0;19.17488;72.95113;-57.6;8.7
20181024_194859;-0.190;2.266;9.681;-0.021;0.010;0.037;0.0;28.566;9.381;2.278;5.0;19.17489;72.95109;-57.3;10.7
20181024_194859;-0.521;2.531;9.140;0.005;0.071;0.078;0.0;30.144;9.457;2.486;5.0;19.17489;72.95109;-57.3;10.7
20181024_194900;-0.176;2.007;9.928;0.006;-0.010;0.050;0.0;28.699;9.210;1.335;5.0;19.17490;72.95106;-56.0;11.4
20181024_194900;0.126;0.717;9.478;-0.011;-0.002;0.025;0.0;29.395;6.822;2.220;5.0;19.17490;72.95106;-56.0;11.4
20181024_194901;0.557;0.673;10.191;0.001;0.047;0.011;0.0;27.388;7.877;2.882;5.0;19.17491;72.95099;-54.8;17.4
20181024_194901;-0.260;0.683;10.213;0.023;0.136;-0.001;0.0;25.571;4.048;3.563;5.0;19.17491;72.95099;-54.8;17.4
20181024_194902;0.135;0.822;9.873;-0.043;0.009;-0.015;0.0;21.733;10.060;2.927;5.0;19.17492;72.95093;-53.0;20.2
20181024_194902;0.729;1.418;9.646;-0.011;0.058;-0.003;0.0;25.580;5.745;-0.314;5.0;19.17492;72.95093;-53.0;20.2
20181024_194903;1.014;1.641;8.911;0.026;-0.028;-0.015;0.0;28.433;7.016;0.504;5.0;19.17493;72.95087;-52.8;20.6
20181024_194903;0.825;1.629;9.272;-0.008;0.025;-0.026;0.0;28.452;6.400;2.155;5.0;19.17493;72.95087;-52.8;20.6
20181024_194904;0.705;1.715;8.484;0.005;-0.001;0.003;0.0;30.324;6.137;1.251;5.0;19.17494;72.95080;-52.6;23.3
20181024_194904;0.483;1.329;9.715;0.009;0.041;0.008;0.0;28.783;9.355;0.421;5.0;19.17494;72.95080;-52.6;23.3
20181024_194905;-0.451;1.368;9.674;0.028;0.019;0.006;0.0;29.564;6.494;1.573;5.0;19.17495;72.95071;-53.8;26.1
20181024_194905;0.665;1.720;8.781;0.031;0.091;0.006;0.0;33.768;14.148;3.642;5.0;19.17496;72.95060;-53.6;29.6
20181024_194906;0.442;1.435;9.703;-0.017;-0.042;0.009;0.0;26.512;5.872;1.897;5.0;19.17496;72.95060;-53.6;29.6
