Timestamp;Accel_x;Accel_y;Accel_z;Gyro_x;Gyro_y;Gyro_z;Light;Magnetic_x;Magnetic_y;Magnetic_z;Proximity;Latitude;Longitude;Elevation;Speed
20181024_194550;-0.094;0.927;9.784;-0.003;0.003;-0.002;0.0;23.044;30.725;1.468;5.0;19.17174;72.95401;-63.3;7.4
20181024_194551;0.210;0.970;9.677;-0.014;-0.029;-0.007;0.0;23.225;31.505;1.855;5.0;19.17174;72.95401;-63.3;7.4
20181024_194551;0.219;0.841;9.619;-0.003;0.012;-0.036;0.0;22.409;31.853;0.778;5.0;19.17175;72.95399;-62.9;7.3
20181024_194552;0.092;1.784;9.471;0.027;0.009;-0.036;0.0;22.348;32.330;1.131;5.0;19.17175;72.95399;-62.9;7.3
20181024_194553;0.044;1.997;9.552;0.000;0.005;-0.015;0.0;23.296;33.374;0.168;5.0;19.17176;72.95397;-63.4;6.3
20181024_194553;-0.063;0.671;9.816;-0.023;0.011;0.010;0.0;24.501;30.975;2.928;5.0;19.17176;72.95397;-63.4;6.3
20181024_194554;0.116;1.018;9.775;0.019;-0.003;0.027;0.0;24.399;31.770;3.464;5.0;19.17178;72.95395;-63.7;9.5
20181024_194554;0.315;-0.071;9.892;-0.019;-0.026;0.031;0.0;23.715;32.109;2.080;5.0;19.17178;72.95395;-63.7;9.5
20181024_194555;0.181;-0.308;9.839;0.000;0.024;0.001;0.0;21.521;32.545;2.835;5.0;19.17180;72.95392;-65.7;9.0
20181024_194555;0.361;0.369;9.902;0.016;-0.013;-0.061;0.0;23.080;31.674;2.487;5.0;19.17180;72.95392;-65.7;9.0
20181024_194556;0.126;0.460;9.799;0.011;0.020;-0.044;0.0;21.390;32.716;3.778;5.0;19.17181;72.95390;-66.7;6.2
20181024_194556;0.188;0.554;9.691;0.016;0.017;-0.034;0.0;20.663;33.374;2.577;5.0;19.17181;72.95390;-66.7;6.2
20181024_194557;0.243;0.776;9.729;-0.006;-0.023;0.028;0.0;22.029;32.666;1.619;5.0;19.17181;72.95389;-67.0;4.1
20181024_194557;0.401;0.855;9.703;0.002;0.013;0.015;0.0;21.991;31.717;0.600;5.0;19.17181;72.95389;-67.0;4.1
20181024_194558;0.262;0.769;9.756;-0.003;0.001;0.009;0.0;23.230;33.231;1.550;5.0;19.17182;72.95388;-67.5;3.1
20181024_194558;0.353;0.817;9.576;0.000;0.002;-0.001;0.0;22.736;32.625;1.169;5.0;19.17182;72.95388;-67.5;3.1
20181024_194559;0.428;1.159;9.607;-0.001;-0.005;-0.004;0.0;24.142;33.649;0.838;5.0;19.17182;72.95387;-67.9;2.1
20181024_194559;0.368;0.841;10.036;-0.008;0.001;-0.013;0.0;24.747;33.784;2.109;5.0;19.17182;72.95387;-67.9;2.1
20181024_194600;0.406;0.944;9.574;-0.004;0.012;-0.024;0.0;23.152;34.030;2.708;5.0;19.17183;72.95387;-67.3;2.1
20181024_194600;0.229;0.626;9.713;-0.006;0.010;-0.013;0.0;22.560;33.278;2.931;5.0;19.17183;72.95387;-67.3;2.1
20181024_194601;0.282;0.602;9.686;-0.002;0.003;-0.012;0.0;21.165;34.305;4.385;5.0;19.17183;72.95386;-67.5;2.7
20181024_194601;0.191;0.436;9.832;-0.003;-0.001;-0.011;0.0;21.594;35.387;4.962;5.0;19.17183;72.95386;-67.5;2.7
20181024_194602;0.236;-0.224;10.026;-0.011;0.008;-0.007;0.0;21.312;34.622;5.659;5.0;19.17184;72.95386;-67.8;1.5
20181024_194602;0.368;0.870;9.842;-0.011;0.002;-0.003;0.0;20.573;34.657;5.331;5.0;19.17184;72.95386;-67.7;0.0
20181024_194603;0.293;0.865;9.861;-0.005;0.008;0.001;0.0;22.351;32.523;5.493;5.0;19.17184;72.95386;-67.7;0.0
20181024_194603;0.217;0.886;9.895;-0.003;0.006;-0.002;0.0;21.577;33.498;4.321;5.0;19.17184;72.95386;-67.7;0.0
20181024_194604;0.320;1.121;9.909;0.000;0.005;-0.003;0.0;21.118;32.735;4.237;5.0;19.17184;72.95386;-67.7;0.0
20181024_194604;0.344;1.042;9.854;-0.004;0.007;-0.005;0.0;22.543;34.705;4.460;5.0;19.17184;72.95386;-67.8;0.0
20181024_194605;0.284;0.681;9.816;-0.003;0.006;-0.005;0.0;20.996;35.091;3.212;5.0;19.17184;72.95386;-67.8;0.0
20181024_194605;0.361;0.760;9.804;-0.004;0.008;-0.005;0.0;21.819;31.912;4.181;5.0;19.17184;72.95386;-67.7;0.0
20181024_194606;0.346;1.717;9.842;0.018;-0.004;-0.005;0.0;19.998;35.146;3.654;5.0;19.17184;72.95386;-67.7;0.0
20181024_194606;0.262;0.614;9.662;-0.025;0.011;-0.015;0.0;20.326;33.574;5.690;5.0;19.17185;72.95386;-67.2;0.0
20181024_194607;0.289;0.676;9.789;-0.004;0.006;-0.014;0.0;19.685;34.377;3.574;5.0;19.17185;72.95386;-67.2;0.0
20181024_194607;0.226;0.709;9.792;-0.001;0.008;-0.008;0.0;18.018;35.098;4.216;5.0;19.17185;72.95385;-66.9;1.2
20181024_194608;0.344;0.652;9.895;-0.007;0.004;-0.010;0.0;18.634;35.854;4.613;5.0;19.17185;72.95385;-66.9;1.2
20181024_194608;0.358;0.597;9.899;-0.003;0.006;-0.010;0.0;19.073;35.509;3.506;5.0;19.17185;72.95385;-67.2;0.6
20181024_194609;0.387;2.055;9.600;-0.003;-0.006;-0.027;0.0;16.797;37.361;4.080;5.0;19.17185;72.95385;-67.2;0.6
20181024_194609;0.334;1.684;9.777;-0.008;0.017;-0.048;0.0;16.057;39.742;2.109;5.0;19.17185;72.95385;-67.3;2.1
20181024_194610;-0.312;2.256;9.169;-0.014;-0.026;-0.004;0.0;14.920;36.946;-1.285;5.0;19.17185;72.95385;-67.3;2.1
20181024_194610;0.262;2.287;9.772;0.047;0.082;0.003;0.0;17.773;31.773;-0.444;5.0;19.17186;72.95385;-67.9;3.6
20181024_194611;0.047;2.189;9.389;0.004;0.002;0.040;0.0;12.390;31.976;9.355;5.0;19.17186;72.95385;-67.9;3.6
20181024_194611;-0.303;0.688;9.658;-0.034;0.079;0.030;0.0;11.612;42.845;7.239;5.0;19.17187;72.95384;-67.8;7.2
20181024_194612;0.325;1.332;9.971;-0.005;-0.043;0.038;0.0;20.229;35.608;4.015;5.0;19.17187;72.95384;-67.8;7.2
20181024_194612;0.021;0.360;10.110;0.004;0.043;0.035;0.0;21.455;34.290;4.391;5.0;19.17189;72.95382;-67.2;8.2
20181024_194613;0.298;0.805;9.389;0.008;-0.014;0.036;0.0;21.088;33.836;4.184;5.0;19.17189;72.95382;-67.2;8.2
20181024_194613;0.293;0.707;9.547;-0.014;-0.008;0.004;0.0;27.151;31.921;1.073;5.0;19.17191;72.95380;-67.3;13.0
20181024_194614;0.607;0.558;9.837;0.013;-0.009;-0.013;0.0;26.190;35.271;0.891;5.0;19.17191;72.95380;-67.3;13.0
20181024_194614;0.490;1.526;10.098;0.052;-0.001;-0.060;0.0;24.893;33.939;2.748;5.0;19.17193;72.95377;-67.4;11.5
20181024_194615;0.270;0.848;9.528;0.006;0.005;-0.032;0.0;22.089;32.350;1.901;5.0;19.17193;72.95377;-67.4;11.5
20181024_194615;0.044;0.673;9.737;0.020;-0.003;0.004;0.0;23.807;31.018;3.688;5.0;19.17196;72.95375;-67.8;11.6
20181024_194616;0.408;0.479;9.270;0.013;0.010;-0.006;0.0;19.521;33.275;2.382;5.0;19.17196;72.95375;-67.8;11.6
20181024_194616;0.880;0.585;9.646;0.028;-0.018;-0.076;0.0;20.427;34.636;1.602;5.0;19.17198;72.95373;-63.8;11.3
20181024_194617;0.796;0.611;9.552;-0.007;0.012;-0.109;0.0;21.503;33.485;2.457;5.0;19.17198;72.95373;-63.8;11.3
20181024_194617;0.332;0.705;9.674;0.004;-0.008;-0.063;0.0;16.397;35.959;3.009;5.0;19.17200;72.95371;-64.3;9.9
20181024_194618;0.375;-0.062;10.069;-0.012;0.025;-0.026;0.0;15.285;40.584;4.027;5.0;19.17200;72.95371;-64.3;9.9
20181024_194618;0.607;0.750;9.861;-0.019;-0.003;-0.041;0.0;17.780;39.648;1.683;5.0;19.17202;72.95369;-65.4;8.9
20181024_194619;0.258;1.152;9.617;0.017;0.045;-0.008;0.0;19.380;36.572;0.977;5.0;19.17202;72.95369;-65.4;8.9
20181024_194619;0.475;1.921;9.938;0.036;0.019;-0.025;0.0;17.937;37.755;1.822;5.0;19.17204;72.95368;-66.1;7.5
20181024_194620;0.282;0.757;9.966;-0.050;0.036;-0.004;0.0;16.711;38.617;3.264;5.0;19.17204;72.95368;-66.1;7.5
20181024_194621;-0.147;0.705;9.679;0.017;-0.020;0.036;0.0;16.614;36.095;1.787;5.0;19.17206;72.95367;-66.6;8.9
20181024_194621;0.001;0.379;10.098;-0.008;0.020;0.052;0.0;18.248;34.941;5.759;5.0;19.17206;72.95367;-66.6;8.9
20181024_194622;-0.477;-1.304;10.290;-0.013;0.010;0.106;0.0;19.612;36.121;4.976;5.0;19.17207;72.95365;-67.4;9.4
20181024_194622;0.155;-1.249;10.172;-0.006;0.015;0.020;0.0;20.412;36.093;6.857;5.0;19.17207;72.95365;-67.4;9.4
20181024_194623;0.143;0.585;9.844;0.015;0.009;0.004;0.0;21.965;34.277;6.267;5.0;19.17209;72.95364;-67.5;6.2
20181024_194623;0.097;0.657;9.789;-0.005;0.007;-0.001;0.0;23.045;35.635;6.267;5.0;19.17209;72.95364;-67.5;6.2
20181024_194624;0.116;0.705;9.789;-0.003;0.007;0.002;0.0;22.623;33.287;4.486;5.0;19.17209;72.95364;-67.8;0.8
20181024_194624;0.097;0.791;9.696;-0.005;0.007;0.001;0.0;21.788;36.006;5.026;5.0;19.17209;72.95364;-67.8;0.8
20181024_194625;0.090;0.836;9.756;-0.003;0.008;-0.001;0.0;23.383;34.818;4.340;5.0;19.17209;72.95364;-68.2;0.0
20181024_194625;0.112;0.803;9.624;-0.004;0.008;-0.001;0.0;21.933;34.892;4.306;5.0;19.17209;72.95364;-68.2;0.0
20181024_194626;0.009;0.805;9.993;-0.001;0.008;-0.001;0.0;22.308;36.615;6.027;5.0;19.17208;72.95364;-68.0;0.0
20181024_194626;0.131;0.858;9.674;-0.001;0.006;-0.001;0.0;22.804;34.065;4.874;5.0;19.17208;72.95364;-68.0;0.0
20181024_194627;0.078;0.824;9.751;-0.002;0.012;-0.002;0.0;23.119;33.110;5.415;5.0;19.17208;72.95364;-68.2;0.0
20181024_194627;0.016;0.748;9.950;-0.002;0.007;-0.001;0.0;22.025;34.583;5.365;5.0;19.17208;72.95364;-68.2;0.0
20181024_194628;0.035;0.745;9.875;-0.002;0.009;-0.003;0.0;22.127;33.786;4.829;5.0;19.17208;72.95365;-68.1;0.0
20181024_194628;0.018;0.875;9.686;-0.001;0.007;-0.002;0.0;22.585;34.224;3.641;5.0;19.17208;72.95365;-68.1;0.0
20181024_194629;0.114;0.860;9.772;-0.002;0.002;-0.001;0.0;22.961;34.222;5.824;5.0;19.17208;72.95365;-68.0;0.0
20181024_194629;0.095;1.480;9.586;0.010;0.009;0.003;0.0;21.506;33.354;5.547;5.0;19.17208;72.95365;-68.0;0.0
20181024_194630;0.112;1.289;9.751;-0.006;0.006;0.007;0.0;22.144;33.302;3.387;5.0;19.17208;72.95365;-67.6;0.0
20181024_194630;0.059;1.023;9.827;0.000;0.009;0.007;0.0;23.044;34.825;3.088;5.0;19.17208;72.95365;-67.6;0.0
20181024_194631;-0.087;0.764;9.844;0.004;0.014;0.014;0.0;23.866;33.209;2.962;5.0;19.17208;72.95365;-67.7;0.0
20181024_194631;-0.020;0.484;9.816;-0.003;0.007;0.021;0.0;23.763;33.679;2.226;5.0;19.17208;72.95365;-67.7;0.0
20181024_194632;0.018;0.681;9.799;-0.005;0.008;0.013;0.0;23.866;33.209;2.962;5.0;19.17208;72.95364;-67.2;1.8
20181024_194632;0.078;0.798;9.844;-0.006;0.008;0.012;0.0;25.249;34.067;1.373;5.0;19.17208;72.95364;-67.2;1.8
20181024_194633;-0.027;0.520;9.748;-0.005;0.009;0.021;0.0;24.730;34.106;2.914;5.0;19.17208;72.95364;-67.5;1.3
20181024_194633;0.073;1.097;9.638;-0.004;0.009;0.023;0.0;23.853;34.932;2.191;5.0;19.17209;72.95364;-67.2;1.0
20181024_194634;0.128;0.709;9.796;-0.005;0.009;0.011;0.0;23.592;33.035;-0.941;5.0;19.17209;72.95364;-67.2;1.0
20181024_194634;0.054;0.709;9.890;-0.002;0.009;0.007;0.0;26.117;34.641;0.209;5.0;19.17209;72.95364;-67.4;1.3
20181024_194635;0.073;0.717;9.751;-0.003;0.013;0.004;0.0;24.533;35.182;-1.337;5.0;19.17209;72.95364;-67.4;1.3
20181024_194635;0.037;0.728;9.832;-0.002;0.012;0.004;0.0;25.755;35.294;0.880;5.0;19.17209;72.95364;-67.0;0.0
20181024_194636;0.147;0.798;9.660;-0.003;0.001;0.002;0.0;25.954;35.426;-0.809;5.0;19.17209;72.95364;-67.0;0.0
20181024_194636;0.183;1.437;9.770;0.006;0.008;0.002;0.0;24.515;36.124;-1.715;5.0;19.17210;72.95364;-66.6;0.0
20181024_194637;0.138;0.621;9.677;-0.011;0.017;0.004;0.0;24.594;34.087;-0.505;5.0;19.17210;72.95364;-66.6;0.0
20181024_194637;0.040;0.685;9.710;-0.003;0.006;0.004;0.0;24.812;34.546;-0.456;5.0;19.17210;72.95364;-66.3;0.0
20181024_194638;0.080;0.752;9.926;-0.002;0.007;0.001;0.0;24.692;33.777;0.710;5.0;19.17210;72.95364;-66.3;0.0
20181024_194638;0.107;0.819;9.741;-0.004;0.003;0.001;0.0;24.669;35.204;2.083;5.0;19.17210;72.95364;-66.4;0.0
20181024_194639;0.131;0.922;9.696;-0.003;0.007;-0.002;0.0;25.098;33.292;1.762;5.0;19.17210;72.95364;-66.4;0.0
20181024_194639;0.047;0.815;9.859;-0.002;0.007;-0.002;0.0;24.106;33.968;1.176;5.0;19.17210;72.95364;-66.4;0.0
20181024_194640;0.056;0.951;9.658;-0.001;0.008;-0.001;0.0;24.850;31.264;2.032;5.0;19.17210;72.95364;-66.4;0.0
20181024_194640;0.013;0.934;9.698;-0.001;0.002;0.001;0.0;26.868;30.832;0.497;5.0;19.17210;72.95364;-66.3;0.0
20181024_194641;0.095;1.164;9.507;-0.002;0.015;0.005;0.0;25.275;30.620;2.916;5.0;19.17210;72.95364;-66.3;0.0
20181024_194641;0.066;0.860;9.638;-0.001;0.007;0.004;0.0;25.763;30.901;1.869;5.0;19.17211;72.95364;-66.7;0.0
20181024_194642;-0.106;1.255;9.976;-0.003;-0.002;0.011;0.0;24.622;30.182;2.858;5.0;19.17211;72.95364;-66.7;0.0
20181024_194642;-0.190;0.508;9.744;-0.004;0.026;0.012;0.0;24.779;30.959;2.623;5.0;19.17211;72.95364;-66.4;0.0
20181024_194643;0.250;0.659;9.806;-0.006;-0.003;-0.003;0.0;24.905;29.222;2.621;5.0;19.17211;72.95364;-66.4;0.0
20181024_194643;0.021;-0.270;10.053;-0.020;0.005;-0.006;0.0;24.065;33.829;3.180;5.0;19.17211;72.95364;-66.5;0.0
20181024_194644;0.133;0.623;9.921;-0.008;-0.002;-0.002;0.0;24.216;33.659;2.704;5.0;19.17211;72.95364;-66.5;0.0
20181024_194644;0.095;0.637;9.933;-0.002;0.004;-0.003;0.0;25.818;32.796;3.444;5.0;19.17211;72.95364;-66.5;0.0
20181024_194645;0.049;0.788;9.808;-0.002;0.007;-0.003;0.0;25.172;34.409;4.350;5.0;19.17211;72.95364;-66.5;0.0
20181024_194645;0.162;0.647;9.801;-0.008;0.003;-0.003;0.0;25.752;30.766;4.649;5.0;19.17211;72.95364;-66.4;0.0
20181024_194646;0.152;0.860;9.816;-0.004;0.008;-0.002;0.0;25.124;32.838;4.204;5.0;19.17211;72.95364;-66.4;0.0
20181024_194646;0.121;0.855;9.851;-0.003;0.005;-0.002;0.0;25.739;33.109;2.695;5.0;19.17211;72.95364;-66.5;0.0
20181024_194647;0.169;0.985;9.732;-0.004;0.007;-0.002;0.0;25.909;34.372;4.678;5.0;19.17211;72.95364;-66.5;0.0
20181024_194647;0.155;0.927;10.100;0.000;-0.003;-0.001;0.0;24.597;32.228;3.047;5.0;19.17211;72.95364;-66.5;0.0
20181024_194648;0.076;0.898;9.722;-0.002;0.007;-0.003;0.0;24.838;33.311;2.533;5.0;19.17211;72.95364;-66.5;0.0
20181024_194648;0.092;0.728;10.062;-0.002;0.011;-0.002;0.0;25.818;34.683;3.619;5.0;19.17211;72.95364;-66.4;0.0
20181024_194649;0.150;0.906;9.768;-0.001;0.005;-0.002;0.0;24.367;34.760;3.586;5.0;19.17211;72.95364;-66.4;0.0
20181024_194649;0.126;0.827;9.564;0.000;0.008;-0.004;0.0;25.049;34.390;1.242;5.0;19.17211;72.95364;-66.3;0.0
20181024_194650;0.224;1.059;9.753;-0.003;0.003;-0.006;0.0;24.928;35.184;1.312;5.0;19.17211;72.95364;-66.3;0.0
20181024_194650;0.198;1.042;9.770;-0.001;0.004;-0.010;0.0;24.837;34.874;1.437;5.0;19.17211;72.95364;-66.4;0.0
20181024_194651;0.123;1.162;9.710;-0.002;0.009;-0.006;0.0;26.431;35.248;-0.346;5.0;19.17211;72.95364;-66.4;0.0
20181024_194652;0.198;1.203;9.734;0.005;0.019;0.001;0.0;26.987;33.946;-2.313;5.0;19.17211;72.95364;-66.0;0.8
20181024_194652;0.064;0.776;9.902;-0.010;0.002;0.009;0.0;25.090;31.535;-1.659;5.0;19.17211;72.95364;-66.0;0.8
20181024_194653;0.262;0.908;9.588;0.015;0.014;0.010;0.0;24.582;32.034;-1.627;5.0;19.17212;72.95363;-65.9;0.0
20181024_194653;0.152;0.678;9.729;-0.005;0.005;0.002;0.0;24.963;33.272;-1.657;5.0;19.17212;72.95363;-65.9;0.0
20181024_194654;0.123;0.728;9.763;-0.001;0.005;0.002;0.0;26.280;31.317;-1.491;5.0;19.17212;72.95363;-65.7;0.0
20181024_194654;0.088;0.673;9.725;-0.003;0.008;0.003;0.0;26.141;32.433;-0.615;5.0;19.17212;72.95363;-65.7;0.0
20181024_194655;0.088;0.685;9.737;0.001;0.010;0.002;0.0;25.555;31.355;-1.508;5.0;19.17212;72.95363;-65.8;0.0
20181024_194655;0.222;1.899;9.756;-0.008;-0.001;0.002;0.0;25.513;31.349;-2.596;5.0;19.17212;72.95363;-65.8;0.0
20181024_194656;0.246;1.119;9.727;-0.018;-0.010;0.006;0.0;25.676;30.563;-1.578;5.0;19.17212;72.95363;-65.3;0.0
20181024_194656;0.224;0.551;9.916;0.014;0.007;0.015;0.0;23.441;30.830;-2.547;5.0;19.17212;72.95363;-65.3;0.0
20181024_194657;-0.207;1.088;9.818;-0.020;0.044;0.007;0.0;25.769;30.577;0.754;5.0;19.17213;72.95363;-65.3;2.6
20181024_194657;0.358;0.642;9.744;-0.008;-0.001;0.014;0.0;23.398;31.310;-1.727;5.0;19.17213;72.95363;-65.3;2.6
20181024_194658;0.176;0.633;9.794;0.001;-0.002;0.011;0.0;24.747;31.572;0.662;5.0;19.17214;72.95362;-64.5;2.0
20181024_194658;0.205;0.561;9.804;0.001;0.007;0.007;0.0;26.221;33.846;-0.327;5.0;19.17214;72.95362;-64.5;2.0
20181024_194659;0.224;0.575;9.777;-0.003;0.010;-0.003;0.0;24.806;32.497;-1.422;5.0;19.17214;72.95362;-63.6;1.8
20181024_194659;0.226;0.690;9.782;-0.001;0.008;-0.002;0.0;25.453;32.152;-0.970;5.0;19.17214;72.95362;-63.6;1.8
20181024_194700;0.198;1.545;9.746;0.019;0.003;-0.003;0.0;25.748;32.918;-1.357;5.0;19.17215;72.95361;-62.8;0.0
20181024_194700;0.377;1.930;9.768;-0.014;0.009;-0.044;0.0;26.570;31.465;-0.848;5.0;19.17215;72.95361;-62.8;0.0
20181024_194701;0.296;1.442;9.720;0.002;-0.008;-0.063;0.0;24.660;35.335;-1.163;5.0;19.17215;72.95361;-62.5;0.0
20181024_194701;0.198;1.626;9.935;-0.037;0.030;-0.075;0.0;24.896;34.692;-1.372;5.0;19.17215;72.95361;-62.5;0.0
20181024_194702;-0.202;2.227;10.902;0.013;-0.037;-0.014;0.0;24.707;34.531;-3.099;5.0;19.17215;72.95361;-62.5;0.0
20181024_194702;0.044;2.005;9.265;0.011;0.002;-0.004;0.0;23.282;31.293;-4.680;5.0;19.17216;72.95360;-62.0;5.5
20181024_194703;0.018;1.183;9.638;0.002;0.019;-0.007;0.0;23.259;28.325;-2.473;5.0;19.17216;72.95360;-62.0;5.5
20181024_194703;0.255;1.645;9.284;0.039;-0.014;-0.021;0.0;20.699;31.949;1.515;5.0;19.17217;72.95358;-61.6;7.6
20181024_194704;0.305;1.495;9.619;0.002;0.019;-0.042;0.0;20.953;33.197;1.949;5.0;19.17217;72.95358;-61.6;7.6
20181024_194704;0.286;0.700;9.681;-0.036;-0.027;-0.041;0.0;21.419;33.340;3.371;5.0;19.17219;72.95356;-60.9;8.9
20181024_194705;0.511;0.350;10.234;0.070;0.017;-0.044;0.0;20.598;37.331;5.580;5.0;19.17219;72.95356;-60.9;8.9
20181024_194705;0.205;0.482;9.358;0.039;-0.058;-0.016;0.0;20.506;37.642;4.521;5.0;19.17221;72.95354;-62.1;10.4
20181024_194706;0.025;0.659;9.222;-0.018;0.029;-0.027;0.0;21.159;34.923;3.046;5.0;19.17221;72.95354;-62.1;10.4
20181024_194706;0.442;1.140;9.921;-0.001;-0.003;-0.028;0.0;20.174;36.868;3.975;5.0;19.17223;72.95352;-60.7;9.9
20181024_194707;0.265;0.453;9.861;0.002;0.013;-0.012;0.0;19.273;38.177;4.536;5.0;19.17223;72.95352;-60.7;9.9
20181024_194707;-0.588;-0.675;10.048;-0.016;0.022;0.067;0.0;18.900;36.942;4.721;5.0;19.17225;72.95350;-59.1;9.2
20181024_194708;-0.058;0.494;10.038;0.003;0.031;0.054;0.0;18.700;35.997;3.232;5.0;19.17225;72.95350;-59.1;9.2
20181024_194708;-0.348;1.669;9.069;-0.018;-0.064;0.036;0.0;17.912;35.081;1.573;5.0;19.17227;72.95349;-58.6;6.0
20181024_194709;0.346;2.199;9.215;0.018;0.052;0.013;0.0;21.584;31.935;5.573;5.0;19.17227;72.95349;-58.6;6.0
20181024_194709;-0.413;2.007;10.067;0.029;-0.012;0.023;0.0;24.860;35.231;6.902;5.0;19.17228;72.95347;-58.6;7.5
20181024_194710;0.432;1.531;9.595;0.018;0.012;-0.015;0.0;21.817;31.100;1.003;5.0;19.17228;72.95347;-58.6;7.5
20181024_194710;0.791;1.698;9.492;0.035;-0.049;-0.048;0.0;20.537;33.221;2.405;5.0;19.17230;72.95346;-58.3;10.0
20181024_194711;0.859;2.024;9.710;0.018;0.025;-0.109;0.0;21.770;34.735;3.200;5.0;19.17230;72.95346;-58.3;10.0
20181024_194711;-0.068;1.930;9.638;-0.004;-0.032;0.028;0.0;19.690;34.053;2.458;5.0;19.17232;72.95343;-56.4;11.3
20181024_194712;0.138;0.982;9.629;-0.016;0.024;0.021;0.0;20.906;34.325;5.156;5.0;19.17232;72.95343;-56.4;11.3
20181024_194712;0.191;0.884;10.158;-0.027;-0.002;0.017;0.0;19.702;34.055;2.769;5.0;19.17235;72.95341;-56.6;14.7
20181024_194713;0.095;-0.742;10.021;-0.010;0.038;0.015;0.0;19.891;34.216;4.497;5.0;19.17235;72.95341;-56.6;14.7
20181024_194713;0.250;-0.986;9.887;-0.006;0.011;-0.006;0.0;20.114;35.783;5.423;5.0;19.17238;72.95338;-56.6;13.2
20181024_194714;0.109;-1.055;10.132;-0.010;-0.002;0.001;0.0;20.326;36.081;4.681;5.0;19.17238;72.95338;-56.6;13.2
20181024_194714;0.298;0.453;9.895;0.014;0.011;0.001;0.0;18.585;34.283;4.466;5.0;19.17241;72.95336;-56.3;9.4
20181024_194715;0.198;0.281;9.914;-0.003;0.008;0.010;0.0;20.876;34.320;4.378;5.0;19.17241;72.95336;-56.3;9.4
20181024_194715;0.210;0.721;9.839;-0.014;-0.013;0.019;0.0;20.990;34.146;2.969;5.0;19.17242;72.95334;-56.6;6.7
20181024_194716;0.258;1.159;9.658;0.005;0.009;0.008;0.0;21.088;32.730;3.461;5.0;19.17242;72.95334;-56.6;6.7
20181024_194716;0.171;1.282;9.957;-0.002;0.002;0.001;0.0;20.972;33.200;2.415;5.0;19.17243;72.95333;-57.0;4.7
20181024_194717;0.435;1.813;9.310;-0.019;0.013;-0.007;0.0;22.023;32.208;3.284;5.0;19.17243;72.95333;-57.0;4.7
20181024_194717;0.231;1.906;9.713;0.012;-0.004;-0.006;0.0;22.441;32.344;3.462;5.0;19.17244;72.95332;-57.5;4.4
20181024_194718;0.509;1.140;10.053;0.014;-0.001;-0.036;0.0;23.279;32.913;1.521;5.0;19.17244;72.95332;-57.5;4.4
20181024_194718;0.514;1.830;9.318;-0.012;-0.013;-0.048;0.0;21.237;31.618;2.896;5.0;19.17245;72.95331;-57.9;5.1
20181024_194719;0.552;1.717;9.502;-0.022;0.010;-0.080;0.0;19.792;33.876;0.739;5.0;19.17245;72.95331;-57.9;5.1
20181024_194719;0.372;1.890;9.476;-0.003;0.010;-0.054;0.0;18.808;36.928;2.390;5.0;19.17246;72.95329;-57.1;6.1
20181024_194720;-0.111;1.698;9.550;0.028;0.054;0.009;0.0;18.576;35.036;0.035;5.0;19.17246;72.95329;-57.1;6.1
20181024_194720;0.123;0.621;10.347;0.018;0.025;0.040;0.0;17.754;35.603;6.737;5.0;19.17248;72.95328;-56.5;8.1
20181024_194721;0.363;1.243;10.199;0.026;-0.057;0.060;0.0;20.705;35.725;2.022;5.0;19.17248;72.95328;-56.5;8.1
20181024_194722;0.260;1.689;9.626;0.017;-0.038;0.028;0.0;21.188;32.555;1.741;5.0;19.17250;72.95325;-56.2;13.1
20181024_194722;0.033;1.420;9.926;0.011;0.033;0.009;0.0;20.071;32.622;2.802;5.0;19.17250;72.95325;-56.2;13.1
20181024_194723;0.545;1.279;9.294;-0.006;-0.035;0.013;0.0;20.941;33.195;1.637;5.0;19.17252;72.95322;-56.0;12.5
20181024_194723;-0.250;0.614;9.866;-0.012;-0.001;0.007;0.0;24.396;33.952;1.184;5.0;19.17252;72.95322;-56.0;12.5
20181024_194724;0.102;0.525;10.443;0.005;0.001;-0.003;0.0;20.917;36.833;4.457;5.0;19.17255;72.95320;-56.1;14.0
20181024_194724;0.116;-0.189;9.686;-0.017;0.022;-0.005;0.0;20.071;35.452;3.064;5.0;19.17255;72.95320;-56.1;14.0
20181024_194725;0.073;1.097;9.409;0.013;-0.001;0.013;0.0;19.847;31.836;1.326;5.0;19.17257;72.95317;-55.3;12.4
20181024_194725;0.416;0.822;10.074;-0.025;-0.004;0.007;0.0;21.291;32.378;0.020;5.0;19.17257;72.95317;-55.3;12.4
20181024_194726;0.428;0.843;9.753;0.011;-0.005;-0.018;0.0;18.880;33.134;0.179;5.0;19.17259;72.95314;-56.0;12.0
20181024_194726;0.284;0.829;9.969;0.019;0.003;0.006;0.0;19.684;34.671;1.118;5.0;19.17259;72.95314;-56.0;12.0
20181024_194727;0.056;0.676;9.552;0.028;0.052;0.015;0.0;19.464;34.830;-0.114;5.0;19.17261;72.95312;-56.6;11.2
20181024_194727;-0.248;1.030;9.696;0.002;0.002;0.020;0.0;19.449;25.877;0.452;5.0;19.17261;72.95312;-56.6;11.2
20181024_194728;0.389;1.001;10.433;0.041;0.017;-0.037;0.0;17.833;32.460;7.224;5.0;19.17264;72.95310;-57.2;12.0
20181024_194728;0.044;0.393;10.009;0.036;-0.004;-0.014;0.0;20.924;35.890;4.526;5.0;19.17264;72.95310;-57.2;12.0
