20181024_155131,-0.038,7.623,6.32,19.1833,72.9492
20181024_155132,0.306,7.393,6.742,19.1833,72.9492
20181024_155133,0.306,7.355,6.55,19.1833,72.9492
20181024_155134,0.191,7.393,6.972,19.1833,72.9492
20181024_155135,0.306,7.355,6.704,19.1833,72.9492
20181024_155136,0.114,7.355,6.129,19.1833,72.9492
20181024_155137,0.076,7.316,6.167,19.1833,72.9492
20181024_155138,0.038,7.316,6.512,19.1833,72.9492
20181024_155139,0.038,7.202,5.822,19.1833,72.9492
20181024_155140,0.114,7.24,6.704,19.1833,72.9492
20181024_155141,-0.038,7.431,6.359,19.1833,72.9492
20181024_155142,0.191,7.202,6.627,19.1833,72.9492
20181024_155143,-0.153,7.316,6.32,19.1833,72.9492
20181024_155144,0.191,7.163,6.665,19.1833,72.9492
20181024_155145,0.421,7.048,6.435,19.1833,72.9492
20181024_155146,-0.153,7.278,6.742,19.1833,72.9492
20181024_155147,0.268,7.087,7.048,19.1833,72.9492
20181024_155148,-0.229,7.202,9.194,19.1833,72.9492
20181024_155149,0.766,8.121,2.566,19.1833,72.9492
20181024_155150,3.409,9.921,7.24,19.1833,72.9492
20181024_155151,-0.383,7.891,6.359,19.1833,72.9492
