20181024_195131,-0.66,1.697,9.383,19.24927,73.14264
20181024_195132,-2.603,1.768,10.098,19.24928,73.14262
20181024_195132,-1.345,1.305,9.48,19.24928,73.14262
20181024_195133,-1.005,2.602,8.894,19.24929,73.14261
20181024_195134,-0.923,1.848,9.975,19.24929,73.14261
20181024_195134,-1.908,2.295,8.887,19.2493,73.14258
20181024_195135,-1.133,2.014,9.407,19.2493,73.14258
20181024_195135,-1.335,1.838,10.478,19.24932,73.14255
20181024_195136,-2.033,2.597,11.191,19.24932,73.14255
20181024_195136,-1.042,1.564,8.225,19.24934,73.14252
20181024_195137,-1.048,2.672,8.916,19.24934,73.14252
20181024_195137,-0.693,1.18,11.971,19.24937,73.14248
20181024_195138,-0.664,2.287,8.293,19.24937,73.14248
20181024_195138,-2.105,1.879,10.218,19.24938,73.14244
20181024_195139,-1.359,1.693,10.516,19.24938,73.14244
20181024_195139,-1.715,0.875,9.929,19.24942,73.14239
20181024_195140,-2.38,1.82,8.742,19.24942,73.14239
20181024_195140,-1.559,1.785,11.23,19.24944,73.14235
20181024_195141,-1.246,2.389,8.069,19.24944,73.14235
20181024_195141,-1.111,2.383,9.901,19.24946,73.1423
20181024_195142,-2.442,2.378,10.34,19.24946,73.1423
