20181024_195455,-0.964,1.778,10.221,19.2533,73.13728
20181024_195455,-0.967,1.585,9.194,19.25332,73.13731
20181024_195456,-0.969,1.62,9.692,19.25334,73.13736
20181024_195456,-0.878,0.209,10.212,19.25334,73.13736
20181024_195457,-0.964,0.635,9.619,19.25336,73.13741
20181024_195457,-1.026,0.597,9.709,19.25336,73.13741
20181024_195458,-0.982,0.548,10.674,19.25338,73.13746
20181024_195458,-0.174,0.175,10.034,19.25338,73.13746
20181024_195459,-1.324,1.693,9.663,19.2534,73.13751
20181024_195459,-1.173,1.108,10.371,19.2534,73.13751
20181024_195500,-1.641,1.161,10.709,19.25344,73.13759
20181024_195500,-1.24,1.202,9.737,19.25344,73.13759
20181024_195501,-1.549,1.367,9.904,19.25346,73.13764
20181024_195501,-1,1.242,7.543,19.25346,73.13764
20181024_195502,-1.47,0.994,10.086,19.25349,73.13769
20181024_195502,-1.032,0.397,9.781,19.25349,73.13769
20181024_195503,-1.238,0.745,9.392,19.25351,73.13775
20181024_195503,-1.152,0.63,9.876,19.25351,73.13775
20181024_195504,-1.304,1.319,9.664,19.25355,73.13781
20181024_195504,-1.328,0.471,11.347,19.25355,73.13781
20181024_195505,-1.176,0.631,9.198,19.25359,73.13789
