20181024_154950,1.34,6.282,10.151,19.181,72.94941
20181024_154951,0.076,5.478,5.631,19.18106,72.94941
20181024_154952,-0.459,8.351,4.06,19.18112,72.9494
20181024_154953,-1.187,9.27,4.405,19.18117,72.9494
20181024_154954,-1.187,8.121,6.78,19.18122,72.9494
20181024_154955,2.451,5.401,6.55,19.18127,72.9494
20181024_154956,-0.612,6.704,6.474,19.18131,72.9494
20181024_154957,-0.804,8.542,12.948,19.18135,72.9494
20181024_154958,2.03,7.202,8.312,19.18138,72.9494
20181024_154959,-0.268,7.048,4.711,19.18141,72.9494
20181024_155000,-5.133,8.006,2.643,19.18144,72.9494
20181024_155001,0.766,4.29,4.443,19.18147,72.9494
20181024_155002,-0.421,7.47,6.972,19.1815,72.9494
20181024_155003,-0.306,5.861,6.665,19.18153,72.9494
20181024_155004,-2.911,4.826,6.244,19.18157,72.9494
20181024_155005,-0.191,6.205,5.286,19.1816,72.9494
20181024_155006,-2.221,4.558,9.347,19.18165,72.94941
20181024_155007,-1.264,4.175,7.47,19.18169,72.94942
20181024_155008,-3.486,10.381,12.833,19.18174,72.94942
20181024_155009,-0.344,4.29,11.032,19.1818,72.94942
20181024_155010,-0.804,2.834,7.087,19.18185,72.94942
