20181024_194445,0.396,0.132,9.808,19.17097,72.95438
20181024_194445,0.31,0.568,9.928,19.17097,72.95439
20181024_194446,0.301,0.709,9.832,19.17097,72.95439
20181024_194446,0.337,1.712,9.866,19.17098,72.9544
20181024_194447,0.356,1.574,9.643,19.17098,72.9544
20181024_194447,0.38,1.473,9.902,19.17098,72.95441
20181024_194448,0.667,1.638,9.782,19.17098,72.95441
20181024_194448,0.547,1.744,9.44,19.17099,72.95442
20181024_194449,0.423,0.764,9.94,19.17099,72.95442
20181024_194449,0.459,0.599,9.751,19.171,72.95443
20181024_194450,0.466,0.75,9.823,19.171,72.95443
20181024_194450,0.806,-0.773,10.081,19.17101,72.95445
20181024_194451,0.382,-0.627,10.024,19.17101,72.95445
20181024_194451,0.286,0.621,9.734,19.17102,72.95446
20181024_194452,0.085,0.649,9.856,19.17102,72.95446
20181024_194452,0.305,2.103,8.621,19.17102,72.95447
20181024_194453,0.21,1.765,9.495,19.17102,72.95447
20181024_194453,0.26,2.117,9.722,19.17103,72.95447
20181024_194454,0.282,2.191,9.485,19.17103,72.95447
20181024_194454,-0.049,-0.011,9.624,19.17103,72.95448
20181024_194455,0.341,0.736,9.863,19.17103,72.95448
