20181024_195333,-0.68,2.047,9.457,19.2529,73.13725
20181024_195334,-1.79,1.926,9.468,19.25291,73.13724
20181024_195334,-2.068,1.681,9.254,19.25291,73.13724
20181024_195335,-1.225,2.27,10.771,19.25292,73.13722
20181024_195335,-1.487,1.582,9.147,19.25292,73.13722
20181024_195336,-1.446,1.344,10.251,19.25292,73.13721
20181024_195336,-2.115,0.767,10.32,19.25292,73.13721
20181024_195337,-2.031,0.138,9.925,19.25293,73.13719
20181024_195337,-1.666,0.206,10.281,19.25293,73.13719
20181024_195338,-1.699,0.035,9.787,19.25294,73.13717
20181024_195338,-2.262,1.435,10.094,19.25294,73.13717
20181024_195339,-1.988,1.567,9.506,19.25293,73.13716
20181024_195339,-1.685,1.42,9.589,19.25293,73.13716
20181024_195340,-1.603,1.42,9.604,19.25293,73.13715
20181024_195340,-1.6,1.611,9.681,19.25293,73.13715
20181024_195341,-1.69,2.053,9.482,19.25294,73.13715
20181024_195342,-1.787,1.936,10.293,19.25294,73.13715
20181024_195342,-1.655,2.113,11.111,19.25294,73.13715
20181024_195343,-1.657,1.305,9.065,19.25294,73.13715
20181024_195343,-1.747,1.033,9.378,19.25294,73.13714
20181024_195344,-1.77,1.384,9.989,19.25294,73.13714
