20181024_194728,0.389,1.001,10.433,19.17264,72.9531
20181024_194728,0.044,0.393,10.009,19.17264,72.9531
20181024_194729,-0.324,0.927,9.928,19.17266,72.95307
20181024_194729,0.313,0.944,9.614,19.17266,72.95307
20181024_194730,0.327,0.436,10.019,19.17268,72.95305
20181024_194730,0.176,0.408,9.911,19.17268,72.95305
20181024_194731,0.473,0.982,9.938,19.1727,72.95303
20181024_194731,0.835,0.93,9.978,19.1727,72.95303
20181024_194732,-0.243,0.879,9.945,19.17271,72.95301
20181024_194732,-0.284,0.276,9.351,19.17271,72.95301
20181024_194733,0.061,-0.502,9.966,19.17273,72.953
20181024_194733,0.253,0.635,9.729,19.17273,72.953
20181024_194734,0.337,0.906,9.832,19.17275,72.95298
20181024_194734,0.217,0.989,9.832,19.17275,72.95298
20181024_194735,0.279,1.076,10.244,19.17276,72.95296
20181024_194735,0.59,1.985,9.298,19.17278,72.95295
20181024_194736,0.191,1.327,9.622,19.17278,72.95295
20181024_194736,0.325,1.205,10.096,19.17279,72.95293
20181024_194737,0.361,0.257,9.607,19.17279,72.95293
20181024_194737,-0.046,0.094,9.59,19.1728,72.95292
20181024_194738,-0.257,0.647,9.801,19.1728,72.95292
