20181024_155232,4.98,5.018,14.02,19.18484,72.94793
20181024_155233,1.57,4.06,12.258,19.18488,72.94791
20181024_155234,0.651,3.984,4.941,19.18491,72.94789
20181024_155235,1.57,5.937,7.125,19.18495,72.94786
20181024_155236,-0.919,4.367,11.722,19.18498,72.94784
20181024_155237,1.953,5.631,10.841,19.18502,72.94783
20181024_155238,0.957,4.711,8.274,19.18506,72.94781
20181024_155239,0.383,3.677,8.466,19.18508,72.94778
20181024_155240,1.8,5.593,9.117,19.18511,72.94775
20181024_155241,0.153,3.409,8.696,19.18515,72.94774
20181024_155242,-0.114,4.367,8.198,19.18518,72.94771
20181024_155243,-0.306,4.175,8.734,19.18521,72.94768
20181024_155244,1.992,4.482,9.807,19.18524,72.94765
20181024_155245,0.804,5.171,8.964,19.18527,72.94762
20181024_155246,1.149,5.095,8.581,19.18529,72.94759
20181024_155247,0.996,5.593,7.738,19.18532,72.94757
20181024_155248,0.881,5.937,7.853,19.18534,72.94755
20181024_155249,0.689,3.984,6.435,19.18538,72.94753
20181024_155250,1.532,4.367,6.167,19.18541,72.94751
20181024_155251,0.766,5.516,8.504,19.18544,72.94748
20181024_155252,2.834,4.443,3.83,19.18547,72.94745
