datetime,x,y,z,ridescore,elevation
2018-12-08T15:08:56.194017,-2.43969149169922,-0.123301385498047,-9.91917747802734,10.2155459788961,10
2018-12-08T15:08:56.703397,-2.27568867797852,-0.318428820800781,-10.2807019287109,10.5343717430133,10
2018-12-08T15:08:57.210926,-0.0047884033203125,-0.122104284667969,-10.4004120117188,10.4011298616374,10
2018-12-08T15:08:57.718558,1.07140524291992,-0.337582434082031,-10.3537250793457,10.4144848222574,10
2018-12-08T15:08:58.226099,-0.144849200439453,2.24815535888672,-9.85094273071289,10.1052588533072,10
2018-12-08T15:08:58.733704,-0.779312640380859,-0.0119710083007812,-10.5811742370605,10.6098407024578,10
2018-12-08T15:08:59.241371,0.943315454101562,-0.111330377197266,-9.76594857177734,9.81203291909652,10
2018-12-08T15:08:59.749023,2.47440741577148,-0.216675250244141,-10.3692873901367,10.6626338773561,10
2018-12-08T15:09:00.256767,1.1384428894043,-0.434547601318359,-10.8098204956055,10.8782858473869,10
2018-12-08T15:09:00.764398,-0.113724578857422,0.411802685546875,-13.3799959777832,13.3868146732953,10
2018-12-08T15:09:01.272008,-0.0634463439941406,0.351947644042969,-10.2795048278809,10.2857237027416,10
2018-12-08T15:09:01.779586,-0.720654699707031,0.196324536132812,-10.4614641540527,10.4880941436577,10
2018-12-08T15:09:02.287156,-0.575805499267578,0.401028778076172,-10.1346556274414,10.1589182859526,10
2018-12-08T15:09:02.794703,-1.05704003295898,0.470460626220703,-10.3920323059082,10.4562422637935,10
2018-12-08T15:09:03.301699,0.409408483886719,0.205901342773437,-10.1478237365723,10.1581660381278,10
2018-12-08T15:09:03.809260,0.192733233642578,0.168791217041016,-9.3577371887207,9.36124360688616,10
2018-12-08T15:09:04.316851,-0.693121380615234,0.227449157714844,-9.61631096801758,9.64394042916205,10
2018-12-08T15:09:04.824436,0.812831463623047,-0.308852014160156,-9.87009634399414,9.90832409616444,10
2018-12-08T15:09:05.332008,0.465672222900391,0.393846173095703,-10.5344873046875,10.5521271883855,10
2018-12-08T15:09:05.839589,0.405817181396484,0.173579620361328,-10.1861309631348,10.1956893571477,10
2018-12-08T15:09:06.347143,0,-0.104147772216797,-9.84136592407226,9.84191698857232,10
2018-12-08T15:09:06.854733,0.247799871826172,-0.0383072265625,-10.0652237792969,10.0683465349285,10
2018-12-08T15:09:07.362336,0.290895501708984,0.246602770996094,-10.189722265625,10.1968560336092,10
2018-12-08T15:09:07.869884,1.16837041015625,0.0239420166015625,-10.7487683532715,10.8121082008912,10
2018-12-08T15:09:08.377489,-2.49595523071289,0.502782348632812,-9.9874122253418,10.3068416870895,10
2018-12-08T15:09:08.885026,-0.0107739074707031,0.254982476806641,-9.9215716796875,9.92485348686507,10
2018-12-08T15:09:09.392576,0.0921767639160156,0.324414324951172,-10.1382469299316,10.1438548896516,10
2018-12-08T15:09:09.900163,-0.245405670166016,0.3064578125,-10.2842932312012,10.291784471078,10
2018-12-08T15:09:10.407820,0.05746083984375,0.337582434082031,-10.374075793457,10.3797260183642,10
2018-12-08T15:09:10.915372,0.256179577636719,0.492008441162109,-10.2064816772461,10.2215443309772,10
2018-12-08T15:09:11.422930,2.53306535644531,0.556651885986328,-10.4985742797852,10.8141732615287,10
2018-12-08T15:09:11.930495,5.0948611328125,0.562637390136719,-10.236409197998,11.4480672632669,10
2018-12-08T15:09:12.438035,6.31590397949219,0.368707055664062,-9.72644424438477,11.6030300184989,10
2018-12-08T15:09:12.945582,5.6586956237793,0.159214410400391,-9.21528218994141,10.8151565514009,10
2018-12-08T15:09:13.453087,3.67509954833984,-0.453701214599609,-9.57800374145508,10.268902431792,10
2018-12-08T15:09:13.960670,-0.741005413818359,-0.530315667724609,-9.97903251953125,10.0205495735815,10
2018-12-08T15:09:14.468203,-5.60961448974609,-0.223857855224609,-9.92875428466797,11.406053160854,10
2018-12-08T15:09:14.975763,-4.34906731567383,0.869095202636719,-9.61870516967773,10.5919404326447,10
2018-12-08T15:09:15.483326,-8.03853207397461,0.374692559814453,-5.97592734375,10.023477442309,10
2018-12-08T15:09:15.992261,-2.29603939208984,0.180762225341797,-10.066420880127,10.3265338428727,10
2018-12-08T15:09:16.500043,-2.34512052612305,0.17238251953125,-10.0436759643555,10.3152669811331,10
2018-12-08T15:09:17.007667,-2.26491477050781,0.214281048583984,-10.052055670166,10.3062882980035,10
2018-12-08T15:09:17.515220,-2.20505972900391,0.219069451904297,-10.0532527709961,10.2945699818289,10
2018-12-08T15:09:18.022223,-2.25054956054687,0.196324536132812,-10.0724063842773,10.3226395373469,10
2018-12-08T15:09:18.529800,-2.12964237670898,0.0466869323730469,-10.1023339050293,10.3244712528552,10
2018-12-08T15:09:19.037376,-1.38863696289063,1.29526309814453,-10.2483802062988,10.4228266780648,10
2018-12-08T15:09:19.544998,-1.06063133544922,1.54665427246094,-9.59715735473633,9.77867616601696,10
2018-12-08T15:09:20.052887,0.568622894287109,1.00795889892578,-9.68693991699219,9.75582482895464,10
2018-12-08T15:09:20.560594,-1.80163674926758,1.06302553710937,-10.5739916320801,10.7789246821822,10
2018-12-08T15:09:21.068304,-0.428562097167969,0.602141717529297,-10.2854903320312,10.3120100605763,10
2018-12-08T15:09:21.575882,0.028730419921875,0.149637603759766,-10.5751887329102,10.5762863797345,10
2018-12-08T15:09:22.083441,-3.01190568847656,5.97951864624023,-12.6306108581543,14.2954030991482,10
2018-12-08T15:09:22.591003,0.434547601318359,0.462080920410156,-11.5639940185547,11.5813776406776,10
2018-12-08T15:09:23.098512,0.264559283447266,0.146046301269531,-10.159794744873,10.1642879925021,10
2018-12-08T15:09:23.606016,-0.442927307128906,0.353144744873047,-9.85213983154297,9.86841198321733,10
2018-12-08T15:09:24.113576,1.455674609375,-0.475249029541016,-9.58877764892578,9.71027842077648,10
2018-12-08T15:09:24.621159,-1.05823713378906,0.581791003417969,-6.67144292602539,6.77985968278123,10
2018-12-08T15:09:25.128808,0.588973608398437,-0.556651885986328,-10.5955394470215,10.6264861269824,10
2018-12-08T15:09:25.636383,0.289698400878906,-0.207098443603516,-11.0695913757324,11.0753179708081,10
2018-12-08T15:09:26.143923,-2.97120426025391,0.501585247802734,-1.77889183349609,3.4991568516206,10
2018-12-08T15:09:26.651013,4.1479543762207,0.990002386474609,3.68347925415039,5.63503767939401,10
2018-12-08T15:09:27.158574,-1.8878280090332,1.69030637207031,-4.72974537963867,5.36577315765073,10
2018-12-08T15:09:27.666109,-3.42251127319336,0.185550628662109,-19.6133,19.9105386501956,10
2018-12-08T15:09:28.173698,3.56376917114258,-0.253785375976562,11.4203419189453,11.9661634314372,10
2018-12-08T15:09:28.681226,-1.85430918579102,0.299275207519531,-10.0077629394531,10.1825020136819,10
2018-12-08T15:09:29.188794,-1.90578452148438,0.374692559814453,-10.0951513000488,10.2802961497997,10
2018-12-08T15:09:29.696338,-1.70108027954102,0.414196887207031,-10.1274730224609,10.2776915209345,10
2018-12-08T15:09:30.203915,-1.87226569824219,0.391451971435547,-10.0017774353027,10.183033210006,10
2018-12-08T15:09:30.711478,-1.70347448120117,0.448912811279297,-10.1035310058594,10.255958600082,10
2018-12-08T15:09:31.219017,-1.81719906005859,0.390254870605469,-10.1250788208008,10.2942572541849,10
2018-12-08T15:09:31.726579,-1.81719906005859,0.386663568115234,-10.1394440307617,10.3082513741049,10
2018-12-08T15:09:32.234125,-1.74896431274414,0.354341845703125,-10.1382469299316,10.2940995294944,10
2018-12-08T15:09:32.741704,-1.69270057373047,0.385466467285156,-10.128670123291,10.2763698890297,10
2018-12-08T15:09:33.249215,-1.70945998535156,0.372298358154297,-10.1406411315918,10.2904549009621,10
2018-12-08T15:09:33.756850,-1.77410343017578,0.470460626220703,-10.1562034423828,10.3207191873849,10
2018-12-08T15:09:34.264524,-1.72621939697266,0.452504113769531,-10.0688150817871,10.2257337404553,10
2018-12-08T15:09:34.772208,-1.55623107910156,0.367509954833984,-10.0915599975586,10.2174606396496,10
2018-12-08T15:09:35.280156,-1.74896431274414,0.40222587890625,-10.0939541992188,10.2522472268689,10
2018-12-08T15:09:35.787853,-1.59334120483398,0.359130249023437,-10.1023339050293,10.2335165539266,10
2018-12-08T15:09:36.295496,-1.71544548950195,0.452504113769531,-10.0939541992188,10.2486791625242,10
